1	18636321	18636987	0.0016	-0.134449	53	1.4e-07	5.7e-08	0.025979	0.16043
1	18630401	18633335	1.9e-10	-0.178307	158	4.4e-14	6.9e-15	0.062508	0.24082
1	18784226	18784438	0.083	-0.448491	11	4.6e-06	3e-06	0.15337	0.60186
1	19273755	19274448	1.7e-14	-0.632715	60	4.3e-14	5.9e-19	0.22301	0.85572
1	19338516	19338782	0.039	0.665662	14	1.2e-06	1.4e-06	0.87296	0.2073
1	19664653	19666295	1	-0.117063	168	5.8e-06	5.1e-05	0.083474	0.20054
1	20343073	20343525	1.6e-07	-0.480136	39	1.6e-13	5.6e-12	0.14429	0.62442
1	20552401	20554002	0.00086	-0.141373	115	3.9e-05	3.1e-08	0.011503	0.15288
1	21427995	21429502	1	-0.181500	119	7.3e-05	0.00015	0.47511	0.65661
1	21459952	21460220	1	-0.460145	1	0.67	1	0.45652	0.91667
1	21603686	21603887	1	-0.153403	18	0.021	0.067	0.77715	0.93056
1	21668570	21669450	1	-0.106404	21	0.0011	0.00048	0.059416	0.16582
1	21814406	21814914	0.14	-0.405581	33	2.1e-06	5.1e-06	0.20174	0.60732
1	21828807	21829072	1	-0.246440	6	0.18	0.33	0.65039	0.89683
1	22285721	22285925	1	-0.319506	7	0.021	0.17	0.63889	0.9584
1	22600652	22601049	1	0.350625	26	9.2e-07	9.3e-05	0.76715	0.41653
1	23558351	23558596	1	-0.427894	9	3.9e-05	0.001	0.035855	0.46375
1	23568013	23568574	0.46	-0.134856	34	7.7e-05	1.7e-05	0.025386	0.16024
1	24555948	24556297	1	-0.110390	1	0.67	1	0.071429	0.18182
1	24929036	24932514	1.1e-20	-0.214151	266	4e-14	4.1e-25	0.10829	0.32244
1	25617483	25618281	0.25	-0.224540	62	0.00015	9e-06	0.11883	0.34337
1	25771413	25771616	0.3	-0.285481	16	1.2e-05	1.1e-05	0.52364	0.80912
1	26164031	26164557	1	0.122343	10	0.54	0.87	0.22552	0.10317
1	26225026	26225703	1	-0.113629	34	0.021	0.032	0.15424	0.26787
1	26360025	26360790	1	-0.182445	29	0.00014	0.00019	0.031221	0.21367
1	26863421	26863637	0.038	0.405818	17	3.1e-08	1.4e-06	0.92444	0.51863
1	27012388	27012950	1	-0.104164	34	0.0083	0.0027	0.083908	0.18807
1	27360533	27361252	0.0024	-0.199395	50	3.5e-08	8.7e-08	0.69576	0.89515
1	27349428	27351525	3.5e-05	-0.259904	148	4.3e-07	1.2e-09	0.16114	0.42104
1	27383110	27383341	1	0.206069	8	0.24	0.27	0.56232	0.35625
1	27575289	27576177	0.00086	-0.113976	86	1.8e-05	3.1e-08	0.023949	0.13792
1	27635048	27635299	1	-0.525562	7	0.00079	0.0024	0.22189	0.74745
1	28592479	28592942	1	-0.156207	32	0.028	0.0067	0.018689	0.1749
1	28775278	28775557	1	0.122615	14	0.0028	1	0.12262	0
1	29134365	29134660	0.049	-0.322723	29	1.6e-08	1.7e-06	0.55305	0.87578
1	29121187	29125335	0.28	-0.116185	272	5.1e-05	1e-05	0.12341	0.23959
1	29260575	29260900	1	-0.127719	11	0.32	0.083	0.78229	0.91001
1	29478450	29478727	0.067	-0.231417	17	5.9e-07	2.4e-06	0.033727	0.26514
1	31181575	31181986	1	-0.294872	1	0.67	1	0.038462	0.33333
1	31586870	31587170	1	-0.204891	37	3e-05	0.00036	0.6213	0.8262
1	31588740	31589242	3.9e-06	-0.545128	30	6.2e-13	1.4e-10	0.053829	0.59896
1	31703936	31704268	0.058	-0.372187	20	1.4e-07	2.1e-06	0.028951	0.40114
1	31772226	31773060	1.2e-09	-0.271888	54	4.8e-14	4.5e-14	0.062817	0.33471
1	31944587	31945029	5.7e-12	-0.724807	37	4.1e-14	2e-16	0.028842	0.75365
1	32886085	32886796	0.56	-0.128654	45	3.6e-05	2e-05	0.012952	0.14161
